year,make,model,trim,type,damage,price,odometer,lot,vin,date,location,state,source,auction,url
2024,Jeep,Cherokee,L Limited,St,Front End,0,0 mi,46588646,,2026-04-16,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2016,Honda,Accord,Lx,Fc,Water/Flood,0,206470 mi,46476706,,,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2019,Jeep,Cherokee,Limited,Rs,Side,0,137949 mi,46514436,,,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2012,Hyundai,Tucson Li,Limited,Ct,Front End,0,121772 mi,46036736,,,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2021,Chrysler,Minivan,Lxi,Po,Front End,0,143962 mi,46017746,,2026-04-09,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2016,Subaru,Impreza,Premium,Fs,Water/Flood,0,121898 mi,45949446,,2026-04-16,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2020,Volkswagen,Tiguan,Se,Ct,Rear End,0,110927 mi,45817506,,,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2021,Kia,Telluride,S,Po,Rear End,0,152049 mi,43609405,,2026-04-09,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2018,Honda,Accord,Lx,Ct,Front End,0,120103 mi,41967866,,2026-04-02,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2019,Chevrolet,Colorado,Z71,Ct,Side,0,61584 mi,41956536,,,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2012,Chevrolet,Impala,Ltz,Ct,Rear End,0,199300 mi,41794826,,2026-04-16,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2019,Chevrolet,Trax,Ls,Ct,Front End,0,116863 mi,41866286,,,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2017,Ford,Escape,Titanium,Ct,Side,0,28183 mi,41614516,,2026-04-02,Mi - Wayland,MI,Rebrowser-Copart,COPART,
2018,Ford,Transit,Xl,Ct,Normal Wear,0,188063 mi,98180005,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2012,Chevrolet,Impala,Lt,St,Front End,0,0 mi,95000355,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2022,Bmw,X3,Xdrive30I,St,Front End,0,0 mi,79582635,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2015,Audi,A4,Premium,St,Front End,0,157262 mi,79462035,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2025,Toyota,Rav4 Hybr,Le,St,Front End,0,0 mi,79236265,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2018,Hyundai,Elantra,Sel,St,Front End,0,133542 mi,79007395,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2024,Other Automobile,Amyet E Bi,,Bs,Front End,0,0 mi,78973335,,2026-04-03,Me - Windham,ME,Rebrowser-Copart,COPART,
2016,Nissan,Altima,2.5 Sr,St,Front End,0,126423 mi,78748875,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2021,Jeep,Grand Cher,L Laredo,St,Front End,0,74183 mi,78562345,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2016,Chevrolet,All Models,K1500 Lt,St,Front End,0,138938 mi,78555445,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2019,Nissan,Sentra,S,St,Side,0,67239 mi,78328855,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2013,Audi,A4,Premium Plus,St,Front End,0,152551 mi,78264885,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2022,Mercedes-Benz,Glb-Class,250 4Matic,St,Side,0,70202 mi,77411965,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2025,Subaru,Outback,Limited Xt,St,Front End,0,26487 mi,77326215,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2023,Volkswagen,Tiguan,Se R-Line Black,Sc,Stripped,0,30147 mi,75421415,,2026-03-27,Me - Windham,ME,Rebrowser-Copart,COPART,
2019,Ford,Escape,Se,St,Front End,0,114873 mi,73888185,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2017,Chrysler,Pacifica,Touring L,St,Undercarriage,0,156977 mi,73646625,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2016,Chevrolet,All Models,K2500 Heavy Duty,St,Front End,0,0 mi,72158445,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2014,Ram,1500,Sport,St,Side,0,67163 mi,47422816,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2018,Toyota,Highlander,Xle,St,Front End,0,142433 mi,47184736,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2016,Nissan,Versa,1.6 Sv,St,Front End,0,81723 mi,46725426,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2013,Toyota,Prius,Base,St,Rear End,0,245309 mi,46882766,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2019,Hyundai,Santa Fe,Limited 2.4L,St,Front End,0,123746 mi,45826626,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2014,Subaru,Crosstrek,Limited,St,Front End,0,153975 mi,46496246,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2015,Dodge,Caravan,Se,St,Rear End,0,133339 mi,46386896,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2012,Porsche,Cayenne,,St,Front End,0,0 mi,46204446,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2015,Hyundai,Elantra,Se,St,Front End,0,166808 mi,45499336,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2016,Jeep,Grand Cher,Sport,St,Front End,0,103760 mi,45569696,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2014,Ford,Escape,Se,St,Front End,0,134453 mi,41896426,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2016,Honda,Crv,Touring,St,Front End,0,163095 mi,41957476,,,Me - Windham,ME,Rebrowser-Copart,COPART,
2018,Toyota,Highlander,Xle,St,Front End,0,141537 mi,97179775,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2016,Jeep,Grand Cher,Latitude,St,Side,0,123380 mi,93104905,,2026-03-27,Oh - Akron,OH,Rebrowser-Copart,COPART,
2020,Kia,Soul,Lx,St,Front End,0,65680 mi,96198465,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2025,Nissan,Rogue,S,St,Front End,0,308 mi,95403285,,2026-04-10,Oh - Akron,OH,Rebrowser-Copart,COPART,
2014,Ford,Escape,Se,St,Front End,0,119398 mi,79291325,,2026-04-10,Oh - Akron,OH,Rebrowser-Copart,COPART,
2018,Niss,Rogue,,St,Side,0,115841 mi,85173755,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2020,Ram,1500,Longhorn,St,Rear End,0,95133 mi,78990595,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2024,Toyota,Camry,Le,St,Front End,0,0 mi,78588535,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2021,Ford,Escape,Titanium,St,Front End,0,102046 mi,74220575,,2026-03-31,Oh - Akron,OH,Rebrowser-Copart,COPART,
2019,Ford,Fiesta,Se,St,Rear End,0,76969 mi,74556375,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2024,Chevrolet,Malibu,Ls,St,Front End,0,0 mi,74244695,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2012,Toyota,Sequoia,Limited,Rs,Top/Roof,0,167757 mi,47554446,,,Oh - Akron,OH,Rebrowser-Copart,COPART,
2021,Chevrolet,All Models,K1500 Lt,St,Front End,0,38040 mi,73442285,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2016,Kia,Sportage,Lx,Ct,Minor Dent/Scratches,0,86741 mi,47368706,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2015,Chevrolet,Silverado,Unknown,Ct,Rear End,0,126899 mi,47422426,,2026-04-14,Heavy-Trailer-Rv Clean Sale,OH,Rebrowser-Copart,COPART,
2018,Ford,Ecosport,Titanium,St,Front End,0,94885 mi,47593456,,2026-04-10,Oh - Akron,OH,Rebrowser-Copart,COPART,
2014,Ford,Mustang,,St,Front End,0,112784 mi,47330556,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2014,Ford,Focus,Se,St,Front End,0,163977 mi,46898656,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2024,Volkswagen,Jetta,S,St,Front End,0,0 mi,46653286,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2017,Hyundai,Santa Fe,2.4L,St,Rear End,0,77377 mi,46274466,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2012,Nissan,Sentra,2.0,St,Front End,0,162614 mi,45887906,,2026-04-03,Oh - Akron,OH,Rebrowser-Copart,COPART,
2016,Cadillac,Escalade,Luxury,Bp,Front End,0,193965 mi,99216115,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2025,Nissan,Versa,Sv,Bp,Front End,0,27456 mi,99231935,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2023,Niss,Altima,2.5 S,Ic,Front End,0,68858 mi,98071125,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2016,Mazda,Cx-5,Sport,Ct,Rear End,0,132310 mi,94548295,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Subaru,Outback,2.5I Limited,Ct,Front End,0,67160 mi,84894225,,,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2019,Buick,Lacrosse,Essence,Sc,Front End,0,110995 mi,80665145,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2021,Ford,Ecosport,Se,Sc,Front End,0,30468 mi,79907915,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2020,Chevrolet,Trax,Ls,Sc,Front End,0,50200 mi,79785475,,,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Jeep,Renegade,Sport,Bp,Front End,0,141719 mi,79746925,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2012,Toyota,Camry,Se,Ct,Rear End,0,113776 mi,79528715,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Jeep,Renegade,Trailhawk,Ct,Front End,0,72563 mi,79359445,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Cadillac,Cts,Luxury,Bp,Rear End,0,44810 mi,79292745,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2015,Kia,Optima,Lx,Bp,Front End,0,115328 mi,79276535,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2018,Chevrolet,Malibu Lt,Lt,Ct,Front End,0,63075 mi,78861255,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Hyundai,Elantra,Gls,Bp,Front End,0,93323 mi,78647195,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2019,Nissan,Altima,2.5 Sr,Bp,Side,0,161336 mi,78588185,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2021,Toyota,Corolla,Le,Sc,Side,0,46654 mi,78435155,,,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2018,Hyundai,Kona,Sel,Bp,Front End,0,27727 mi,78449635,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2019,Mazda,3,Preferred,Ct,Side,0,45992 mi,78464235,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2024,Honda,Crv,Exl,Sc,Side,0,38084 mi,77993975,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2019,Ford,Escape,Titanium,Bp,Front End,0,84569 mi,77825875,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2015,Kia,Soul,+,Bp,Side,0,194103 mi,77704055,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2016,Buick,Encore,Premium,Bp,Front End,0,48875 mi,77493685,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Kia,Cadenza,Limited,Bp,Front End,0,0 mi,77590205,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2021,Hyundai,Elantra,Sel,Sc,Side,0,76560 mi,77292785,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2023,Ford,Escape,Platinum,Sc,Front End,0,49888 mi,76955655,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Honda,Crv,Exl,Bp,Front End,0,193230 mi,75502775,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2024,Hyundai,Sonata,N Line,Ic,Front End,0,40999 mi,74630535,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2018,Lexus,Rx350,350 Base,Ct,Front End,0,52793 mi,74401595,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2019,Chevrolet,Impala,Premier,Bp,Rear End,0,140690 mi,73919845,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2014,Gmc,Terrain,Sle,Bp,Rear End,0,116575 mi,73806065,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2016,Subaru,Impreza,Sport Limited,Bp,Front End,0,147949 mi,73431285,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2015,Chevrolet,Equinox,Lt,Bp,Rollover,0,124594 mi,73319585,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2025,Hyundai,Elantra,Se,Sc,Front End,0,5917 mi,72600475,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2020,Honda,Accord,Sport,Bp,Front End,0,0 mi,70199795,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Hyundai,Elantra,Gls,St,Front End,0,102624 mi,71437195,,,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2014,Lexus,Gs,Base,Bp,Front End,0,237507 mi,47098266,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2016,Dodge,Caravan,Sxt,Ct,Rear End,0,87814 mi,47052606,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Ford,Explorer,,Ct,Front End,0,136051 mi,47438836,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2026,Hyundai,Tucson,Sel Convenience,Ic,Frame Damage,0,7455 mi,47024346,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2016,Ford,Escape,Titanium,Bp,Front End,0,188040 mi,46999036,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Lexus,Gx,Base,Ct,Front End,0,196029 mi,46932806,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2012,Ford,Escape,Xlt,Bp,Front End,0,0 mi,46903066,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Ford,Taurus,Limited,Bp,Side,0,205881 mi,46575596,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2015,Toyota,Rav4,Xle,Bp,Front End,0,116027 mi,46385876,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2023,Chevrolet,Traverse,Rs,Bp,Side,0,43601 mi,46474956,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2012,Honda,Pilot,Exl,Bp,Front End,0,123456 mi,46498016,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2014,Mazda,6,Grand Touring,Sc,Front End,0,112555 mi,46006456,,,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2018,Gmc,All Models,K1500 Slt,St,Front End,0,159678 mi,45941876,,,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Gmc,Savana,G3500,Ct,Side,0,128467 mi,45639216,,2026-04-06,Medium Duty Clean Title Sale,WI,Rebrowser-Copart,COPART,
2014,Mazda,Cx-5,Gt,Ct,Front End,0,139679 mi,45769736,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Ford,Escape,Se,Bp,Side,0,119967 mi,45607886,,2026-04-06,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2019,Cadillac,Xt5,Platinum,Ct,Front End,0,19094 mi,42058356,,2026-03-30,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2017,Chevrolet,Equinox,Premier,Ct,Front End,0,109632 mi,42051466,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Nissan,Altima,2.5,Bp,Side,0,171553 mi,41927936,,2026-04-13,Wi - Milwaukee South,WI,Rebrowser-Copart,COPART,
2013,Ford,F250 Supe,Super Duty,Ct,Front End,0,110145 mi,41863056,,2026-04-06,Medium Duty Clean Title Sale,WI,Rebrowser-Copart,COPART,
2019,Buick,Encore,Sport Touring,St,Front End,0,42224 mi,99855105,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2024,Ram,1500,Big Horn/Lone Star,St,Side,0,12498 mi,81141795,,,In - Dyer,IN,Rebrowser-Copart,COPART,
2015,Toyota,Rav4,Le,St,Front End,0,102699 mi,79081535,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2016,Mini,Cooper,,St,Front End,0,0 mi,79156805,,,In - Dyer,IN,Rebrowser-Copart,COPART,
2018,Chevrolet,Malibu,Lt,St,Front End,0,104600 mi,78208775,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2014,Volkswagen,Passat,Se,St,Front End,0,178215 mi,77969775,,2026-03-30,In - Dyer,IN,Rebrowser-Copart,COPART,
2024,Tesla,Model Y,,St,Rollover,0,0 mi,77782185,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2022,Niss,Altima,Sv,St,Front End,0,133894 mi,77084185,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2018,Ford,Escape,S,Ct,Front End,0,152416 mi,76947345,,,In - Dyer,IN,Rebrowser-Copart,COPART,
2018,Dodge,All Models,,St,Front End,0,137656 mi,76533925,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2019,Acura,Mdx,Technology,St,Front End,0,63847 mi,74988035,,,In - Dyer,IN,Rebrowser-Copart,COPART,
2022,Chevrolet,Blazer,2Lt,St,Front End,0,50745 mi,74101005,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2013,Ford,F350,Super Duty,Sc,Front End,0,231266 mi,73527625,,,Medium Duty Specialty Sale,IN,Rebrowser-Copart,COPART,
2020,Hyundai,Tucson,Limited,St,Side,0,108375 mi,73241685,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2019,Gmc,Acadia,Sle,St,Undercarriage,0,63417 mi,72992385,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2019,Bmw,X2,Xdrive28I,Sc,Front End,0,95434 mi,47170086,,,In - Dyer,IN,Rebrowser-Copart,COPART,
2018,Chevrolet,Express G,,St,Front End,0,0 mi,47054326,,,Medium Duty Specialty Sale,IN,Rebrowser-Copart,COPART,
2014,Audi,Q7,Prestige,Ct,Front End,0,169583 mi,46869446,,2026-04-08,*Ncs - Central Region,IN,Rebrowser-Copart,COPART,
2016,Chevrolet,Malibu,Lt,St,Undercarriage,0,91800 mi,46897776,,,In - Dyer,IN,Rebrowser-Copart,COPART,
2012,Acura,Tl,,St,Rear End,0,123827 mi,46702346,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2017,Mazda,6,Touring,Ct,Front End,0,105671 mi,46523296,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2017,Kia,Sorento,Lx,St,Front End,0,111151 mi,46147196,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2023,Keystone,Arcadia 37,,St,All Over,0,0 mi,46136666,,2026-04-16,Heavy Truck Specialty Sale,IN,Rebrowser-Copart,COPART,
2013,Buick,Lacrosse,,St,Front End,0,98270 mi,41964256,,2026-04-13,In - Dyer,IN,Rebrowser-Copart,COPART,
2017,Ford,Escape,Se,St,Front End,0,69376 mi,41645366,,2026-03-30,In - Dyer,IN,Rebrowser-Copart,COPART,
2018,Ford,Fusion,Se,St,Front End,0,83110 mi,99373675,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2019,Kia,Soul,,St,Front End,0,38635 mi,99003495,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2018,Subaru,Legacy,2.5I Premium,Sc,Front End,0,0 mi,95428225,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Hyundai,Elantra,Se,St,Front End,0,71964 mi,94943395,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Honda,Accord,Exl,St,Front End,0,200272 mi,92917195,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Volkswagen,Passat,S,Cz,Mechanical,0,131306 mi,91510205,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Ford,Fiesta,Se,Sc,Front End,0,0 mi,91457385,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Chevrolet,Silverado,K1500 Hybrid,Sc,Front End,0,106340 mi,79973415,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Buick,Lacrosse,,Sc,Side,0,119454 mi,79897745,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2022,Subaru,Outback,Wilderness,Sc,Rear End,0,99585 mi,79693595,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Hyundai,Tucson,Limited,Cz,Minor Dent/Scratches,0,172633 mi,79510815,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Subaru,Forester,2.5I Limited,Cz,Mechanical,0,208046 mi,79511015,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2013,Buick,Lacrosse,Premium,Sc,Front End,0,137235 mi,79367975,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Chevrolet,Traverse,Ls,Cz,Front End,0,170980 mi,78928245,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Chev,Volt,,Sc,Front End,0,143098 mi,78817305,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2016,Ford,Escape,Se,Sc,Front End,0,0 mi,78652575,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2013,Kia,Soul,+,Sc,Front End,0,0 mi,78491635,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Ford,Fiesta,Se,St,Front End,0,103450 mi,78456815,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2018,Audi,S4/Rs4,Premium Plus,St,Front End,0,67500 mi,78361725,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2016,Ford,Focus,Se,St,Front End,0,0 mi,77973515,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Honda,Civic,Exl,Sc,Front End,0,119281 mi,78081015,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2016,Honda,Accord,Lx,Sc,Front End,0,127432 mi,78084695,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2025,Honda,Civic,Si,Sc,Side,0,5477 mi,77691655,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Mazda,6,Sport,St,Front End,0,95370 mi,77415555,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2016,Dodge,Charger,Se,Sc,Normal Wear,0,55995 mi,77386865,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Infiniti,Qx60,,Sc,Undercarriage,0,137286 mi,77206515,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2024,Honda,Civic,Touring,St,Top/Roof,0,0 mi,76758775,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Hyundai,Sonata,Gls,Sc,Side,0,0 mi,76631265,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Jeep,Patriot,Latitude,St,Rear End,0,77420 mi,76580585,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2018,Chev,Camaro,Zl1,Nr,Stripped,0,0 mi,76451855,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Toyota,Rav4,Le,Sc,Front End,0,181209 mi,76220075,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Chevrolet,Traverse,Lt,St,Front End,0,160949 mi,76078915,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2021,Nissan,Rogue,Sl,St,Rear End,0,18581 mi,75973945,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2017,Toyota,All Models,Xle,St,Side,0,179928 mi,75973435,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2021,Chrysler,Pacifica,Touring L,St,Front End,0,74986 mi,75868765,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Ford,Flex,Sel,Sc,Front End,0,177666 mi,75624975,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2019,Honda,Ridgeline,Sport,St,Rear End,0,55857 mi,75368615,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2018,Hyundai,Sonata,Se,St,Front End,0,109604 mi,75291135,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2024,Hyundai,Elantra,Limited,St,Rear End,0,22593 mi,75216005,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2024,Nissan,Sentra,Sv,Sc,Front End,0,77004 mi,75096945,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2024,Ford,F350,Super Duty,Sc,Front End,0,0 mi,75013505,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2014,Jeep,Cherokee,Trailhawk,Sc,Side,0,168126 mi,74993295,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2021,Jeep,Cherokee,Trailhawk,Sc,All Over,0,70198 mi,74227715,,2026-03-31,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2012,Chevrolet,Impala,Lt,Sc,Front End,0,134029 mi,74064415,,2026-04-07,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2022,Chevrolet,Trax,1Lt,St,Front End,0,29507 mi,74063285,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2018,Honda,Civic,Ex,St,Front End,0,165655 mi,74043315,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2016,Kia,Soul,+,St,Rear End,0,115007 mi,73491405,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2024,Infiniti,Q50,Sensory,St,Front End,0,0 mi,73179215,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Ford,Edge,Sel,St,Front End,0,117040 mi,72988985,,2026-04-09,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Mercedes-Benz,Slk-Class,250,St,Front End,0,26470 mi,72776475,,,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
2015,Dodge,Durango,Limited,St,Front End,0,140074 mi,72779065,,2026-04-14,Ks - Kansas City,KS,Rebrowser-Copart,COPART,
